Name,Platform,Year,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count
ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,71,11,tbd,
Stunt GP,PS2,2001,Racing,Titus,49,8,8.1,9
D.Gray-man: Kami no Shitotachi,DS,2007,Adventure,Konami Digital Entertainment,,,,
Strikers 1945,SAT,1996,Shooter,Atlus,,,,
NBA 2K,DC,1999,Sports,Sega,,,,
Super Jinsei Game 2,SNES,1995,Misc,Takara,,,,
World Series of Poker,GC,2005,Misc,Activision Value,44,5,tbd,
Jikkyou Oshaberi Parodius,SNES,1995,Shooter,Konami Digital Entertainment,,,,
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,82,6,7.5,44
J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,,,,
Johnny Bazookatone,PS,1995,Platform,U.S. Gold,,,,
Reign of Fire,GBA,2002,Shooter,BAM! Entertainment,61,9,tbd,
Koihime Musou,PS2,2008,Adventure,Yeti,,,,
Nicktoons: Attack of the Toybots,DS,2007,Platform,THQ,54,4,tbd,
Singularity,PC,2010,Shooter,Mastertronic,76,36,7.7,326
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,66,8,3.8,18
Cartoon Network Racing,DS,2006,Action,Game Factory,55,13,tbd,
Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,65,27,8.6,15
Kekkon Zenya,SAT,1995,Adventure,Shogakukan,,,,
Child of Light,PS4,2014,Role-Playing,Ubisoft,82,46,8,451
Finny the Fish & the Seven Waters,PS2,2004,Sports,Sony Computer Entertainment,,,,
The Grim Adventures of Billy & Mandy,Wii,2006,Action,Midway Games,,,,
Barnyard,GBA,2006,Action,THQ,56,8,tbd,
Next Generation of Chaos,PS2,2002,Role-Playing,Idea Factory,,,,
GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,79,39,7.9,17
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008,Misc,Takara Tomy,,,,
Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,45,7,tbd,
TNA iMPACT: Cross the Line,DS,2010,Fighting,SouthPeak Games,,,tbd,
Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,56,14,5.9,15
Golden Axe: The Duel,SAT,1994,Fighting,Sega,,,,
J-League '96 Dream Stadium,SNES,1996,Sports,Hudson Soft,,,,
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001,Fighting,Capcom,,,,
Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,30,19,3.4,9
Tokimeki Memorial: Girls Side 1st Love,DS,2007,Adventure,Konami Digital Entertainment,,,,
Rugby 2005,XB,2005,Sports,Electronic Arts,75,20,7.7,11
"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,86,51,8.8,295
Taito Legends,XB,2005,Misc,Empire Interactive,74,16,tbd,
Rock 'N Roll Racing,GBA,2003,Racing,Activision,80,12,9.4,5
Reader Rabbit 2nd Grade,Wii,N/A,Misc,Unknown,,,tbd,
Silhouette Mirage,PS,1998,Platform,ESP,69,8,7.5,4
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,57,28,8.1,8
Freelancer,PC,2003,Simulation,Microsoft Game Studios,85,39,9,185
Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,,,,
Growlanser VI: Precarious World,PS2,2007,Role-Playing,Atlus,,,,
Block Kuzushi,SNES,1995,Puzzle,Pow,,,,
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,66,13,8,19
American Bass Challenge,GBA,2001,Sports,Starfish,69,5,tbd,
American Chopper 2: Full Throttle,GC,2005,Racing,Activision,54,4,tbd,
Ultimate Ghosts 'n Goblins (JP sales),PSP,2006,Platform,Capcom,,,,
Rugby 06,PS2,2006,Sports,Electronic Arts,70,6,7.8,27
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,84,37,8.3,16
2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,78,9,7.7,6
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,79,50,7.5,83
LEGO The Hobbit,PC,2014,Action,Warner Bros. Interactive Entertainment,68,6,,
Need for Speed Carbon,PC,2006,Racing,Electronic Arts,78,17,7.2,249
Colin McRae Rally 2005,XB,2004,Racing,Codemasters,83,35,7.5,6
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,,,,
Zoop,PS,1995,Puzzle,MediaQuest,,,,
Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,73,9,7.1,9
Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,,,,
Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,,,tbd,
Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,,,,
Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,,,,
American Chopper 2: Full Throttle,XB,2005,Racing,Zoo Digital Publishing,,,tbd,
Amnesia Crowd,PSP,2013,Misc,Idea Factory,,,,
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Misc,Hackberry,,,,
Monster Hunter Frontier Online,PS3,N/A,Role-Playing,N/A,,,,
MTX Mototrax,PSP,2006,Racing,Activision,67,8,tbd,
VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,,,,
Ribbit King,GC,2003,Sports,Atari,60,11,tbd,
Diabolik Lovers,PSP,2012,Adventure,Idea Factory,,,,
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008,Action,Konami Digital Entertainment,,,,
Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,72,19,tbd,
Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,,,,
Secret Service,X360,2008,Action,Activision Value,,,5.5,8
Noddy in Toyland,DS,2011,Misc,GSP,,,,
Empire Earth,PC,2001,Strategy,Vivendi Games,81,23,8.2,126
Yu-Gi-Oh! World Championship 2007,DS,2007,Strategy,Konami Digital Entertainment,,,,
DuckTales: Remastered,PS3,2013,Action,Capcom,75,31,7.4,135
E.X. Troopers,PS3,2012,Shooter,Capcom,,,,
Worms Reloaded,PC,2010,Strategy,Team17 Software,79,28,6.8,185
Kiniro no Corda 2 Encore,PS2,2007,Role-Playing,Tecmo Koei,,,,
M&M's Adventure,DS,2008,Adventure,Zoo Digital Publishing,,,,
ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,Konami Digital Entertainment,57,7,tbd,
Soul Eater: Plot of Medusa,DS,2008,Action,Namco Bandai Games,,,,
StarCraft,PC,1998,Strategy,Activision,88,15,9.1,813
Gaist Crusher,3DS,2013,Action,Capcom,,,,
World Championship Pool 2004,PS2,2004,Sports,Jaleco,60,4,6.7,6
Punch King,GBA,2002,Fighting,Acclaim Entertainment,58,10,tbd,
V-Rally 3,GBA,2002,Racing,Atari,82,7,tbd,
B-Boy,PSP,2006,Misc,Sony Computer Entertainment,50,11,7.8,6
Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,46,26,7.2,17
Beyond Oasis,GEN,1993,Role-Playing,Sega,,,,
Robotech: Invasion,XB,2004,Shooter,Global Star,59,41,tbd,
Rain (2013),PS3,2013,Adventure,Sony Computer Entertainment,,,,
Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,,,,
Need for Speed Underground,PC,2003,Racing,Electronic Arts,82,24,8.3,307
Jewel Quest Mysteries,DS,2009,Puzzle,Astragon,,,tbd,
Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,,,,
To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,,,,
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Strategy,Tecmo Koei,,,,
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,,,,
Frogger: Ancient Shadow,GC,2005,Platform,Konami Digital Entertainment,54,9,tbd,
Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Action,Namco Bandai Games,,,,
Moon,DS,2009,Adventure,Mastiff,71,45,7.4,21
Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,76,7,7.8,4
Pet Vet: Down Under,DS,2009,Simulation,Deep Silver,,,,
Virtua Tennis 3,PSP,2007,Sports,Sega,79,17,7.7,13
Raze's Hell,XB,2005,Shooter,Majesco Entertainment,71,37,8.1,8
Far Cry,PC,2004,Shooter,Ubisoft,89,72,8.1,724
Gem Smashers,Wii,2011,Platform,Crave Entertainment,,,tbd,
Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,,,,
Magic Carpet,PS,1995,Shooter,Electronic Arts,,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,,,,
Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,62,9,8.7,26
GunPey DS,DS,2006,Puzzle,Atari,70,24,tbd,
Cabela's African Safari,PSP,2006,Sports,Activision Value,,,tbd,
Test Drive: Ferrari Legends,X360,2012,Racing,Atari,,,,
Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,,,tbd,
NightCaster II: Equinox,XB,2002,Action,Jaleco,46,12,7,4
Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,,,,
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008,Role-Playing,Square Enix,,,,
Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,,,tbd,
SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,,,,
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,49,5,6.2,27
Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,,,,
Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,71,13,6.7,6
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,,,,
Crusader: No Remorse,PS,1996,Adventure,Electronic Arts,,,,
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,,,0.3,4
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,64,29,7.3,13
Black & Bruised,GC,2003,Fighting,Vivendi Games,,,,
Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,,,,
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,87,12,6.1,84
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,72,14,3.8,59
Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,,,,
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,Activision,,,,
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,72,8,7.8,5
Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,,,,
Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,69,27,tbd,
Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,,,,
The Sims,PC,2000,Simulation,Electronic Arts,92,38,7.9,451
Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,,,,
MiniCopter: Adventure Flight,Wii,2007,Simulation,505 Games,,,tbd,
FIFA Manager 12,PC,2011,Sports,Electronic Arts,72,11,3.9,24
Balloon Pop,Wii,2007,Puzzle,505 Games,,,tbd,
Gitaroo Man,PS2,2001,Misc,THQ,82,21,8.7,25
Taiko no Tatsujin Portable 2,PSP,2006,Misc,Namco Bandai Games,,,,
Super Bubble Pop,GC,2003,Puzzle,Jaleco,54,12,tbd,
Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,,,,
Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,"Destination Software, Inc",,,,
Time Travelers,PSV,2012,Adventure,Level 5,,,,
Amnesia Later,PSP,2012,Misc,Idea Factory,,,,
World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,,,,
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,,,6.1,13
Crazy Chicken: Atlantis Quest,DS,2007,Platform,Phenomedia,,,,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,,,,
Intellivision Lives!,XB,2004,Misc,Crave Entertainment,,,,
Test Drive Le Mans,PS,1999,Racing,Infogrames,,,,
Counter Force,Wii,2007,Shooter,505 Games,,,tbd,
Centipede: Infestation,3DS,2011,Shooter,Atari,,,tbd,
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,39,4,3,4
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,87,17,8.1,40
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,50,20,5.3,43
Hero Bank 2,3DS,2014,Role-Playing,Sega,,,,
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,48,7,4.8,4
Monster Jam: Maximum Destruction,GC,2002,Racing,Ubisoft,,,,
Big Air Freestyle,GC,2002,Racing,Atari,56,12,tbd,
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,,,,
The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,,,,
Rimo-Cocoron,PS2,2001,Action,Sony Computer Entertainment,,,,
Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,37,13,tbd,
Code Lyoko,DS,2007,Action,Game Factory,63,11,6.8,13
The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,,,,
12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,,,,
Pool Party,Wii,2007,Sports,SouthPeak Games,32,13,0.7,6
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,41,5,7.2,6
Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,,,,
Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,,,,
Company of Heroes,PC,2006,Strategy,THQ,93,55,8.8,1128
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,,,,
Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,37,9,4.5,4
Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,,,,
Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,Tecmo Koei,,,,
The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,,,,
Just Dance 2017,PS3,2016,Misc,Ubisoft,,,tbd,
Ride 2,PS4,2016,Racing,Milestone S.r.l,71,19,8,12
Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,47,32,4.9,8
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,79,22,6.9,40
Brave Story: New Traveller (jp sales),PSP,2006,Role-Playing,Sony Computer Entertainment,,,,
Black Jack vs. Matsudajun,PS,2000,Misc,Pony Canyon,,,,
Clever Kids: Creepy Crawlies,DS,2009,Action,Midas Interactive Entertainment,,,,
Wrath Unleashed,XB,2004,Strategy,LucasArts,69,32,7,4
March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,34,8,1.7,6
Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Deep Silver,53,9,tbd,
Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,,,,
Lips: Deutsche Partyknaller,X360,2009,Misc,Microsoft Game Studios,,,,
Boing! Docomodake DS,DS,2007,Puzzle,Ignition Entertainment,,,,
Bleach: Soul Carnival,PSP,2008,Fighting,Sony Computer Entertainment,,,,
Double Dragon Advance,GBA,2003,Action,Atlus,75,21,8.4,5
Toukiden Kiwami,PSP,2014,Action,Tecmo Koei,,,,
Gummy Bears Mini Golf,DS,2010,Sports,Storm City Games,,,,
Resident Evil Director's Cut,PS3,2006,Action,Capcom,,,,
Color Cross,DS,2008,Misc,Rising Star Games,72,6,tbd,
Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,Warner Bros. Interactive Entertainment,,,tbd,
The Bible Game,XB,2005,Misc,Crave Entertainment,60,6,2.7,13
Bubble Bobble Revolution,DS,2005,Puzzle,Atari,38,19,6.2,6
Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft,,,,
World Fantasista,PS2,2002,Sports,SquareSoft,,,,
Yager,XB,2003,Shooter,THQ,70,19,9.3,9
River City Soccer Hooligans,DS,2010,Sports,Arc System Works,,,tbd,
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo,,,,
Cocoto Kart Racer,DS,2004,Racing,Big Ben Interactive,,,tbd,
Root Letter,PSV,2016,Adventure,PQube,78,6,7.8,6
Futurama,XB,2003,Platform,SCi,58,21,6.9,14
Supreme Commander,PC,2007,Strategy,THQ,86,44,8.3,263
Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,62,5,5.3,4
Wolfenstein,PC,2009,Shooter,Activision,74,41,7.3,261
Cesar Millan's Dog Whisperer,DS,2008,Simulation,Ubisoft,,,8.6,9
Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,,,,
Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,Takara,,,,
Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,84,16,8.4,21
Activision Anthology,GBA,2003,Misc,Activision,79,13,tbd,
Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,,,tbd,
Wayne Gretzky's 3D Hockey '98,PS,1997,Sports,GT Interactive,,,,
Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,Idea Factory,,,,
Resident Evil 6,XOne,2016,Shooter,Capcom,63,12,6.3,34
Max & the Magic Marker,DS,2011,Platform,Unknown,,,,
Trigger Man,XB,2004,Shooter,Crave Entertainment,31,5,tbd,
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,58,30,6.3,30
Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,,,,
Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,,,,
Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,35,11,2,9
Hitman (2016),PS4,2016,Action,Square Enix,,,,
Short Track Racing: Trading Paint,PS2,2009,Racing,THQ,,,tbd,
Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,2015,Role-Playing,Tecmo Koei,,,,
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,39,16,5.9,15
Galaxy Racers,DS,2010,Racing,Ubisoft,,,tbd,
Game no Kanzume Vol 1,SCD,1994,Misc,Sega,,,,
Rat Attack!,PS,1999,Puzzle,Mindscape,,,,
Black Mirror 2,PC,2009,Adventure,DTP Entertainment,,,,
Pony Friends,DS,2007,Simulation,Eidos Interactive,67,8,6.6,12
Danny Phantom: Urban Jungle,DS,2006,Action,THQ,,,,
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,2005,Role-Playing,Banpresto,,,,
Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,,,,
Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,,,,
The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,SNK Playmore,,,,
Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,67,17,tbd,
Art of Fighting Anthology,PS2,2006,Fighting,Crave Entertainment,60,19,7,4
Ford Bold Moves Street Racing,PSP,2006,Racing,Xplosiv,52,19,tbd,
Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,71,28,8.1,73
The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,,,tbd,
Lux-Pain,DS,2008,Adventure,Rising Star Games,48,33,6.2,18
Rapala Trophies,PSP,2006,Sports,Activision,,,tbd,
Phoenix Wright: Revived Turnabout,DS,2008,Misc,Capcom,,,,
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,Nippon Ichi Software,,,,
Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,,,tbd,
National Geographic Panda (US sales),DS,2008,Simulation,Ubisoft,,,,
The Hustle: Detroit Streets,PS2,2006,Sports,Activision,46,5,tbd,
Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Adventure,Prototype,,,,
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,,,,
Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,77,9,8.3,16
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,Success,,,,
Cheer We Go!,DS,2010,Misc,Natsume,,,,
Monster High: New Ghoul in School,3DS,2015,Action,Little Orbit,,,tbd,
Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,Zoo Digital Publishing,,,tbd,
Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,,,7.5,4
Mafia,PC,2002,Action,Take-Two Interactive,88,27,9.1,863
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,61,7,3,4
World Trigger: Borderless Mission,PSV,2015,Action,Namco Bandai Games,,,,
Assault Rigs,PS,1996,Action,Electronic Arts Victor,,,,
Yes! PreCure 5,DS,2007,Action,Namco Bandai Games,,,,
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,64,24,8.3,27
Candace Kane's Candy Factory,DS,2008,Action,Destineer,,,tbd,
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,35,8,4.8,13
Nanda's Island,DS,2009,Puzzle,Phenomedia,,,tbd,
Virtua Tennis 3,X360,2007,Sports,Sega,80,34,6.8,26
"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,Red Storm Entertainment,,,,
Front Mission,DS,2007,Strategy,Square Enix,72,19,8.9,9
Sushi Go-Round,DS,2010,Simulation,Asylum Entertainment,,,tbd,
World Championship Spelling,DS,2010,Misc,505 Games,,,tbd,
Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,,,,
Tropico 3,PC,2009,Strategy,Kalypso Media,79,48,8.1,184
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,78,20,8.5,11
Life is Strange,PC,2016,Adventure,Square Enix,83,15,8.6,1620
Angelique Duet,PS,1998,Strategy,Tecmo Koei,,,,
Nobunaga's Ambition (3DS),3DS,2013,Simulation,Tecmo Koei,,,,
Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,,,,
Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,,,,
Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,,,tbd,
Crushed Baseball,GBA,2004,Sports,Summitsoft,,,tbd,
Dark Arena,GBA,2002,Shooter,THQ,65,17,tbd,
Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,,,,
Heatseeker,PSP,2007,Action,Codemasters,49,7,tbd,
Family Fortunes,DS,2009,Misc,Mindscape,,,,
TOCA Race Driver 2,XB,2004,Racing,Codemasters,,,8.3,6
My Body Coach,Wii,2009,Sports,Big Ben Interactive,,,,
Shaun the Sheep,DS,2008,Adventure,D3Publisher,58,5,tbd,
Battlezone,PS4,2016,Action,Rebellion Developments,66,39,7,31
I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,,,,
Growlanser,PSP,2009,Role-Playing,Atlus,,,,
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,,,,
Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,Paon,,,,
Grand Slam,PS,1997,Misc,Virgin Interactive,,,,
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,,,,
The King of Fighters 2000,PS2,2002,Fighting,Playmore,,,,
Hyperdimension Neptunia mk2,PSV,2014,Action,Compile Heart,,,,
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,76,12,4.3,286
The Dark Spire,DS,2008,Role-Playing,Success,69,23,7.7,21
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,55,14,6,38
Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,,,,
D.C.F.S.: Da Capo Four Seasons,PS2,2005,Adventure,Kadokawa Shoten,,,,
RollerCoaster Tycoon,PC,N/A,Strategy,Microprose,,,,
Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,79,15,8.2,40
Disney's Meet the Robinsons,GC,2007,Action,Disney Interactive Studios,68,5,tbd,
Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,Konami Digital Entertainment,,,,
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,Action,Nippon Ichi Software,,,,
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,,,,
Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,,,,
Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,,,,
FlatOut 2,XB,2006,Racing,Empire Interactive,73,38,7.3,8
Gem Smashers,3DS,2011,Platform,Crave Entertainment,,,tbd,
Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,71,37,8.2,9
Backyard Baseball '09,Wii,2008,Sports,Atari,37,4,7.8,5
Spy Fiction,PS2,2003,Action,Sega,61,33,tbd,
Justice League: Chronicles,GBA,2003,Platform,Midway Games,43,7,tbd,
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,70,23,7.3,125
Enemy Front,X360,2014,Shooter,Namco Bandai Games,35,8,5.8,78
Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,,,,
Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,SCi,,,,
Honda ATV Fever,Wii,2010,Racing,Storm City Games,,,tbd,
Top Gun,DS,2006,Simulation,505 Games,48,8,tbd,
M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,,,,
B's-LOG Party♪,PSP,2010,Adventure,Idea Factory,,,,
King Arthur,GC,2004,Action,Konami Digital Entertainment,60,14,tbd,
Chicken Shoot,GBA,2005,Action,Zoo Digital Publishing,,,,
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,82,18,8.5,86
Yowamushi Pedal,3DS,2015,Action,Namco Bandai Games,,,,
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,74,11,8.8,6
